時段,進站,人次
11,芝山,2144039
11,菜寮,1105130
11,萬芳社區,305198
11,萬芳醫院,1541763
11,萬隆,1272772
11,葫洲,928339
11,蘆洲,1737932
11,行天宮,2301076
11,西湖,766292
11,西門,6116346
11,象山,1049434
11,輔大,948618
11,辛亥,400352
11,迴龍,1167254
11,關渡,1330996
11,雙連,2443126
11,頂埔,944551
11,頂溪,4472647
11,頭前庄,523272
11,麟光,589482
11,龍山寺,3748473
12,BL板橋,4411731
12,Y板橋,301671
12,七張,1951435
12,三和國中,1361043
12,三民高中,1369153
12,三重,701868
12,三重國小,1312851
12,中原,100726
12,中和,254998
12,中山,3371654
12,中山國中,1393265
12,中山國小,1650508
12,中正紀念堂,3532778
12,丹鳳,1061252
12,亞東醫院,2844940
12,信義安和,1505990
12,先嗇宮,342131
12,內湖,1114804
12,公館,2907593
12,六張犁,1131546
12,劍南路,832924
12,劍潭,3160220
12,動物園,688551
12,北投,2200826
12,北門,1234884
12,十四張,89058
12,南京三民,1972137
12,南京復興,2978343
12,南勢角,2340276
12,南港,1793454
12,南港展覽館,2950139
12,南港軟體園區,346376
12,古亭,3566912
12,台北101/世貿,2262331
12,台北小巨蛋,1783730
12,台北橋,1062321
12,台北車站,17180402
12,台大醫院,2887775
12,台電大樓,1785514
12,唭哩岸,855465
12,善導寺,2488118
12,國父紀念館,1904382
12,圓山,3219764
12,土城,947574
12,士林,3295033
12,大坪林,2360969
12,大安,2289737
12,大安森林公園,1130026
12,大橋頭站,1473119
12,大湖公園,451610
12,大直,1020826
12,奇岩,1045196
12,小南門,1220728
12,小碧潭,324585
12,市政府,4402053
12,幸福,166795
12,府中,3618320
12,後山埤,1950521
12,徐匯中學,1354857
12,復興崗,434732
12,忠孝復興,3679631
12,忠孝敦化,2391206
12,忠孝新生,3132983
12,忠義,365752
12,文德,560787
12,新北投,802780
12,新北產業園區,144697
12,新埔,4557274
12,新埔民生,97423
12,新店,1486434
12,新店區公所,1398592
12,新莊,1053272
12,昆陽,1500468
12,明德,1595277
12,景安,2926711
12,景平,180623
12,景美,2069210
12,木柵,500247
12,東湖,910832
12,東門,2804790
12,松山,1893614
12,松山機場,592452
12,松江南京,2816386
12,板新,122448
12,橋和,73599
12,民權西路,2376188
12,永安市場,2906571
12,永寧,1514761
12,永春,2079128
12,江子翠,2823526
12,海山,2476167
12,淡水,3684502
12,港墘,1167474
12,石牌,3880715
12,秀朗橋,135644
12,科技大樓,1502509
12,竹圍,1202818
12,紅樹林,1253019
12,芝山,2254029
12,菜寮,1077986
12,萬芳社區,277120
12,萬芳醫院,1601557
12,萬隆,1161566
12,葫洲,945135
12,蘆洲,1576800
12,行天宮,2781943
12,西湖,1105020
12,西門,6810398
12,象山,1114102
12,輔大,1298519
12,辛亥,389737
12,迴龍,1068729
12,關渡,1493022
12,雙連,2662613
12,頂埔,856713
12,頂溪,4175999
12,頭前庄,530041
12,麟光,553991
12,龍山寺,3758327
13,BL板橋,4699451
13,Y板橋,347869
13,七張,2081728
13,三和國中,1362902
13,三民高中,1396571
13,三重,720849
13,三重國小,1357641
13,中原,93095
13,中和,256612
13,中山,4376968
13,中山國中,1447394
13,中山國小,1636529
13,中正紀念堂,3256145
13,丹鳳,1056776
13,亞東醫院,2581779
13,信義安和,1659197
13,先嗇宮,354970
13,內湖,1174048
13,公館,3428479
13,六張犁,1185343
13,劍南路,1002523
13,劍潭,3195568
13,動物園,910183
13,北投,2245463
13,北門,1336494
13,十四張,87372
13,南京三民,2155233
13,南京復興,3296463
13,南勢角,2467328
13,南港,2079899
13,南港展覽館,3049691
13,南港軟體園區,418852
13,古亭,3751939
13,台北101/世貿,2772218
13,台北小巨蛋,1824464
13,台北橋,1108784
13,台北車站,18434133
13,台大醫院,2450888
13,台電大樓,1870462
13,唭哩岸,872955
13,善導寺,2143340
13,國父紀念館,2117395
13,圓山,3314780
13,土城,925975
13,士林,3754543
13,大坪林,2524403
13,大安,2286273
13,大安森林公園,1128204
13,大橋頭站,1473325
13,大湖公園,433169
13,大直,1003952
13,奇岩,1025207
13,小南門,903995
13,小碧潭,396021
13,市政府,5354735
13,幸福,174917
13,府中,3693734
13,後山埤,2008396
13,徐匯中學,1393480
13,復興崗,424458
13,忠孝復興,4877526
13,忠孝敦化,2961395
13,忠孝新生,3396571
13,忠義,351085
13,文德,560901
13,新北投,836479
13,新北產業園區,151011
13,新埔,4830134
13,新埔民生,109502
13,新店,1564320
13,新店區公所,1409804
13,新莊,1065431
13,昆陽,1515445
13,明德,1484483
13,景安,2987740
13,景平,187999
13,景美,2066729
13,木柵,501626
13,東湖,904546
13,東門,3086188
13,松山,2077806
13,松山機場,660645
13,松江南京,3040217
13,板新,124407
13,橋和,71358
13,民權西路,2510962
13,永安市場,3151807
13,永寧,1457502
13,永春,2231155
13,江子翠,2963638
13,海山,2512392
13,淡水,4178653
13,港墘,1158729
13,石牌,3847951
13,秀朗橋,141018
13,科技大樓,1595191
13,竹圍,1204246
13,紅樹林,1237516
13,芝山,2572326
13,菜寮,1075170
13,萬芳社區,282503
13,萬芳醫院,1566600
13,萬隆,1246639
13,葫洲,985800
13,蘆洲,1550308
13,行天宮,2967673
13,西湖,1196194
13,西門,7480340
13,象山,1170538
13,輔大,1334678
13,辛亥,362664
13,迴龍,1103033
13,關渡,1451033
13,雙連,2549258
13,頂埔,836958
13,頂溪,4396982
13,頭前庄,544260
13,麟光,553303
13,龍山寺,3865386
14,BL板橋,4390279
14,Y板橋,364425
14,七張,1778515
14,三和國中,1112945
14,三民高中,1146428
14,三重,647675
14,三重國小,1154030
14,中原,86551
14,中和,238005
14,中山,5269448
14,中山國中,1349730
14,中山國小,1604671
14,中正紀念堂,3077170
14,丹鳳,843043
14,亞東醫院,2163185
14,信義安和,1718136
14,先嗇宮,321867
14,內湖,1025077
14,公館,3388550
14,六張犁,1075384
14,劍南路,1222341
14,劍潭,3075718
14,動物園,1067506
14,北投,2028127
14,北門,1366580
14,十四張,83503
14,南京三民,2158574
14,南京復興,3576621
14,南勢角,2061534
14,南港,1931148
14,南港展覽館,2731404
14,南港軟體園區,398841
14,古亭,3441063
14,台北101/世貿,3275637
14,台北小巨蛋,1920241
14,台北橋,984773
14,台北車站,17567825
14,台大醫院,2767094
14,台電大樓,1775670
14,唭哩岸,774379
14,善導寺,2139095
14,國父紀念館,2332700
14,圓山,3199220
14,土城,769172
14,士林,3583289
14,大坪林,2284301
14,大安,2123310
14,大安森林公園,1129506
14,大橋頭站,1357405
14,大湖公園,388969
14,大直,867918
14,奇岩,872935
14,小南門,826726
14,小碧潭,378360
14,市政府,6210502
14,幸福,157592
14,府中,3335873
14,後山埤,1798803
14,徐匯中學,1200244
14,復興崗,356845
14,忠孝復興,5801672
14,忠孝敦化,3687156
14,忠孝新生,3735138
14,忠義,299832
14,文德,476709
14,新北投,844848
14,新北產業園區,147853
14,新埔,4094873
14,新埔民生,103996
14,新店,1395393
14,新店區公所,1204443
14,新莊,913643
14,昆陽,1258373
14,明德,1304559
14,景安,2473533
14,景平,169179
14,景美,1741562
14,木柵,411760
14,東湖,734497
14,東門,3087625
14,松山,1892722
14,松山機場,716816
14,松江南京,3438129
14,板新,109900
14,橋和,73193
14,民權西路,2414729
14,永安市場,2671036
14,永寧,1218802
14,永春,1985287
14,江子翠,2555355
14,海山,2025976
14,淡水,4262325
14,港墘,997432
14,石牌,3353053
14,秀朗橋,127103
14,科技大樓,1395817
14,竹圍,1055182
14,紅樹林,1080372
14,芝山,2522239
14,菜寮,920150
14,萬芳社區,231964
14,萬芳醫院,1255848
14,萬隆,1082757
14,葫洲,761557
14,蘆洲,1234854
14,行天宮,3022633
14,西湖,1026996
14,西門,8029679
14,象山,1087602
14,輔大,1117634
14,辛亥,300505
14,迴龍,879717
14,關渡,1272306
14,雙連,2396131
14,頂埔,680500
14,頂溪,3771065
14,頭前庄,507597
14,麟光,482078
14,龍山寺,3600623
15,BL板橋,4211498
15,Y板橋,413013
15,七張,1548113
15,三和國中,921707
15,三民高中,899782
15,三重,617741
15,三重國小,962960
15,中原,92207
15,中和,238797
15,中山,5829310
15,中山國中,1292643
15,中山國小,1596543
15,中正紀念堂,3362920
15,丹鳳,678604
15,亞東醫院,2139582
15,信義安和,1702743
15,先嗇宮,351217
15,內湖,928082
15,公館,3627794
15,六張犁,973058
15,劍南路,1470598
15,劍潭,3488603
15,動物園,1384229
15,北投,1788647
15,北門,1497950
15,十四張,90974
15,南京三民,2074180
15,南京復興,3515613
15,南勢角,1730113
15,南港,1904635
15,南港展覽館,2702094
15,南港軟體園區,390975
15,古亭,3505060
15,台北101/世貿,3961406
15,台北小巨蛋,2044433
15,台北橋,915046
15,台北車站,17524946
15,台大醫院,3286844
15,台電大樓,1832328
15,唭哩岸,683608
15,善導寺,2393806
15,國父紀念館,2463089
15,圓山,3256409
15,土城,656773
15,士林,3826753
15,大坪林,2098986
15,大安,2230717
15,大安森林公園,1287355
15,大橋頭站,1384061
15,大湖公園,391885
15,大直,1025064
15,奇岩,758292
15,小南門,1122776
15,小碧潭,389355
15,市政府,7179716
15,幸福,152929
15,府中,2967553
15,後山埤,1675050
15,徐匯中學,1039078
15,復興崗,326861
15,忠孝復興,6619359
15,忠孝敦化,4151037
15,忠孝新生,4393494
15,忠義,293658
15,文德,457254
15,新北投,922944
15,新北產業園區,179212
15,新埔,3752735
15,新埔民生,106711
15,新店,1316782
15,新店區公所,1020316
15,新莊,817257
15,昆陽,1180963
15,明德,1305688
15,景安,2050288
15,景平,151621
15,景美,1758176
15,木柵,377203
15,東湖,632385
15,東門,2928202
15,松山,1856741
15,松山機場,647138
15,松江南京,3356086
15,板新,107058
15,橋和,94792
15,民權西路,2495371
15,永安市場,2214612
15,永寧,1091646
15,永春,1950379
15,江子翠,2194260
15,海山,1693088
15,淡水,4586863
15,港墘,952102
15,石牌,3390400
15,秀朗橋,109373
15,科技大樓,1435932
15,竹圍,956378
15,紅樹林,1001402
15,芝山,2408877
15,菜寮,823489
15,萬芳社區,197681
15,萬芳醫院,1301908
15,萬隆,929476
15,葫洲,679651
15,蘆洲,998411
15,行天宮,3063371
15,西湖,1091297
15,西門,8780894
15,象山,1115825
15,輔大,1147196
15,辛亥,253418
15,迴龍,824492
15,關渡,1474603
15,雙連,2602993
15,頂埔,589607
15,頂溪,3156645
15,頭前庄,545442
15,麟光,431212
15,龍山寺,3566636
16,BL板橋,4581258
16,Y板橋,492462
16,七張,1729060
16,三和國中,1053342
16,三民高中,1048949
16,三重,701145
16,三重國小,928519
16,中原,123487
16,中和,254940
16,中山,6582639
16,中山國中,1398111
16,中山國小,2023493
16,中正紀念堂,4719737
16,丹鳳,678655
16,亞東醫院,2457255
16,信義安和,1869715
16,先嗇宮,436782
16,內湖,962923
16,公館,4336179
16,六張犁,1138922
16,劍南路,1664011
16,劍潭,4530500
16,動物園,1817728
16,北投,2169013
16,北門,1786323
16,十四張,184089
16,南京三民,2654587
16,南京復興,4195118
16,南勢角,1722906
16,南港,2555516
16,南港展覽館,3128224
16,南港軟體園區,536547
16,古亭,4058875
16,台北101/世貿,4559553
16,台北小巨蛋,2675888
16,台北橋,932158
16,台北車站,19140067
16,台大醫院,3721576
16,台電大樓,2417082
16,唭哩岸,749635
16,善導寺,3656928
16,國父紀念館,2905064
16,圓山,4243933
16,土城,712762
16,士林,4644662
16,大坪林,2665058
16,大安,4271453
16,大安森林公園,1586937
16,大橋頭站,1822755
16,大湖公園,463130
16,大直,1381865
16,奇岩,856215
16,小南門,1608758
16,小碧潭,467879
16,市政府,9129727
16,幸福,159730
16,府中,3190039
16,後山埤,1927256
16,徐匯中學,968731
16,復興崗,377140
16,忠孝復興,7427891
16,忠孝敦化,4834034
16,忠孝新生,5517719
16,忠義,393860
16,文德,914720
16,新北投,1395480
16,新北產業園區,215677
16,新埔,3752342
16,新埔民生,111041
16,新店,1621590
16,新店區公所,1068125
16,新莊,997129
16,昆陽,1546562
16,明德,1922119
16,景安,2016353
16,景平,167466
16,景美,2026696
16,木柵,821107
16,東湖,1018844
16,東門,3469997
16,松山,2063414
16,松山機場,759945
16,松江南京,4182020
16,板新,135486
16,橋和,110998
16,民權西路,3100505
16,永安市場,2152402
16,永寧,1284165
16,永春,2737050
16,江子翠,2290748
16,海山,2321428
16,淡水,5527766
16,港墘,1624828
16,石牌,4323807
16,秀朗橋,111683
16,科技大樓,1760847
16,竹圍,1056152
16,紅樹林,1086323
16,芝山,2766249
16,菜寮,968658
16,萬芳社區,208037
16,萬芳醫院,1657111
16,萬隆,974489
16,葫洲,848103
16,蘆洲,988362
16,行天宮,3505547
16,西湖,1427999
16,西門,10150965
16,象山,1389515
16,輔大,1772564
16,辛亥,266205
16,迴龍,953449
16,關渡,1850196
16,雙連,2983251
16,頂埔,659990
16,頂溪,3188470
16,頭前庄,595860
16,麟光,427083
16,龍山寺,4084838
17,BL板橋,6302833
17,Y板橋,711849
17,七張,2439851
17,三和國中,1306276
17,三民高中,1373904
17,三重,1014288
17,三重國小,1132164
17,中原,355019
17,中和,353354
17,中山,8670747
17,中山國中,2136153
17,中山國小,3076114
17,中正紀念堂,8464674
17,丹鳳,1013109
17,亞東醫院,3329938
17,信義安和,3001600
17,先嗇宮,938516
17,內湖,1300889
17,公館,6786401
17,六張犁,1778513
17,劍南路,2263303
17,劍潭,5890725
17,動物園,2508875
17,北投,2808876
17,北門,2754233
17,十四張,261457
17,南京三民,4579335
17,南京復興,7215804
17,南勢角,2191413
17,南港,3554759
17,南港展覽館,5165465
17,南港軟體園區,997140
17,古亭,6651401
17,台北101/世貿,6625937
17,台北小巨蛋,5343953
17,台北橋,1184328
17,台北車站,26231218
17,台大醫院,6206109
17,台電大樓,3864791
17,唭哩岸,978802
17,善導寺,5879570
17,國父紀念館,4060507
17,圓山,5380370
17,土城,978462
17,士林,6600603
17,大坪林,3740674
17,大安,6520345
17,大安森林公園,2324103
17,大橋頭站,2642379
17,大湖公園,563164
17,大直,2315595
17,奇岩,1297786
17,小南門,3033535
17,小碧潭,722834
17,市政府,13281526
17,幸福,248703
17,府中,4122848
17,後山埤,2690220
17,徐匯中學,1319398
17,復興崗,560518
17,忠孝復興,9240103
17,忠孝敦化,6833185
17,忠孝新生,7907642
17,忠義,635833
17,文德,1440228
17,新北投,1751717
17,新北產業園區,469937
17,新埔,4891849
17,新埔民生,150155
17,新店,2309620
17,新店區公所,1556019
17,新莊,1273294
17,昆陽,2846336
17,明德,2583081
17,景安,2689170
17,景平,230041
17,景美,2996383
17,木柵,875998
17,東湖,1324250
17,東門,5314743
17,松山,3031126
17,松山機場,986283
17,松江南京,7746452
17,板新,212902
17,橋和,242076
17,民權西路,5234006
17,永安市場,3003730
17,永寧,1900876
17,永春,4117359
17,江子翠,2953411
17,海山,2553295
17,淡水,6652340
17,港墘,2896760
17,石牌,5678341
17,秀朗橋,142829
17,科技大樓,2712436
17,竹圍,1425310
17,紅樹林,1489963
17,芝山,4263656
17,菜寮,1508094
17,萬芳社區,282709
17,萬芳醫院,2233206
17,萬隆,1371047
17,葫洲,1403189
17,蘆洲,1249531
17,行天宮,5372630
17,西湖,2627222
17,西門,13578022
17,象山,2414472
17,輔大,2203432
17,辛亥,417205
17,迴龍,1324587
17,關渡,2388908
17,雙連,4215235
17,頂埔,1325639
17,頂溪,4275042
17,頭前庄,944948
17,麟光,530257
17,龍山寺,5121350
18,BL板橋,7885443
18,Y板橋,972081
18,七張,3193188
18,三和國中,1444492
18,三民高中,1328150
18,三重,1278860
18,三重國小,1314757
18,中原,868954
18,中和,498457
18,中山,11604861
18,中山國中,4307134
18,中山國小,4827198
18,中正紀念堂,8240895
18,丹鳳,1177822
18,亞東醫院,3277542
18,信義安和,5749408
18,先嗇宮,2197597
18,內湖,1418036
18,公館,7585170
18,六張犁,2625210
18,劍南路,3122823
18,劍潭,6810907
18,動物園,1761047
18,北投,3095523
18,北門,3752866
18,十四張,249351
18,南京三民,7787568
18,南京復興,14975834
18,南勢角,2288338
18,南港,4475093
18,南港展覽館,8843759
18,南港軟體園區,2757243
18,古亭,8535980
18,台北101/世貿,11050725
18,台北小巨蛋,8370376
18,台北橋,1348166
18,台北車站,31901859
18,台大醫院,6546261
18,台電大樓,4219376
18,唭哩岸,1151099
18,善導寺,7453568
18,國父紀念館,6374308
18,圓山,5824086
18,土城,1059239
18,士林,6758265
18,大坪林,5693376
18,大安,7685107
18,大安森林公園,2758584
18,大橋頭站,3366735
18,大湖公園,562622
18,大直,2138499
18,奇岩,2201299
18,小南門,2830585
18,小碧潭,625154
18,市政府,19063944
18,幸福,314652
18,府中,4076268
18,後山埤,3213548
18,徐匯中學,1393658
18,復興崗,645674
18,忠孝復興,11649606
18,忠孝敦化,10729041
18,忠孝新生,10900292
18,忠義,779386
18,文德,1203805
18,新北投,1513871
18,新北產業園區,918504
18,新埔,5813218
18,新埔民生,176173
18,新店,1932124
18,新店區公所,1805168
18,新莊,1498171
18,昆陽,4678810
18,明德,2111423
18,景安,3354964
18,景平,345424
18,景美,3126446
18,木柵,767618
18,東湖,1209695
18,東門,6579597
18,松山,6011681
18,松山機場,1382852
18,松江南京,16194982
18,板新,305197
18,橋和,602253
18,民權西路,7440224
18,永安市場,3305499
18,永寧,2375548
18,永春,4716598
18,江子翠,3873075
18,海山,2425129
18,淡水,7112324
18,港墘,6415790
18,石牌,6665623
18,秀朗橋,159644
18,科技大樓,3990431
18,竹圍,1390176
18,紅樹林,1835073
18,芝山,5246023
18,菜寮,1478164
18,萬芳社區,365329
18,萬芳醫院,2202151
18,萬隆,1607227
18,葫洲,1605639
18,蘆洲,1347489
18,行天宮,9812629
18,西湖,7184070
18,西門,16082260
18,象山,4173038
18,輔大,2639662
18,辛亥,383662
18,迴龍,1300287
18,關渡,3075412
18,雙連,5316462
18,頂埔,2225855
18,頂溪,4555380
18,頭前庄,1193398
18,麟光,608199
18,龍山寺,5195043
19,BL板橋,6017257
19,Y板橋,800603
19,七張,2090042
19,三和國中,911101
19,三民高中,789349
19,三重,860066
19,三重國小,918082
19,中原,463809
19,中和,326400
19,中山,9547055
19,中山國中,3094714
19,中山國小,3527175
19,中正紀念堂,4154486
19,丹鳳,692866
19,亞東醫院,2225718
19,信義安和,4502920
19,先嗇宮,1232840
19,內湖,975885
19,公館,5115367
19,六張犁,1881577
19,劍南路,2427387
19,劍潭,5439718
19,動物園,744657
19,北投,1862424
19,北門,2489434
19,十四張,107606
19,南京三民,5408516
19,南京復興,10363989
19,南勢角,1525980
19,南港,3372522
19,南港展覽館,6404443
19,南港軟體園區,1983902
19,古亭,5611142
19,台北101/世貿,8458880
19,台北小巨蛋,5880561
19,台北橋,1041416
19,台北車站,24889091
19,台大醫院,3693865
19,台電大樓,2915717
19,唭哩岸,815897
19,善導寺,3853821
19,國父紀念館,5001347
19,圓山,4216713
19,土城,622792
19,士林,4386226
19,大坪林,4244324
19,大安,4764145
19,大安森林公園,1444964
19,大橋頭站,2246450
19,大湖公園,305922
19,大直,1289763
19,奇岩,1500587
19,小南門,1424708
19,小碧潭,404683
19,市政府,15597739
19,幸福,219736
19,府中,2908081
19,後山埤,2280884
19,徐匯中學,915819
19,復興崗,341835
19,忠孝復興,10226651
19,忠孝敦化,8407950
19,忠孝新生,7342564
19,忠義,614557
19,文德,663561
19,新北投,789126
19,新北產業園區,539468
19,新埔,4034732
19,新埔民生,138042
19,新店,1388824
19,新店區公所,1086780
19,新莊,874946
19,昆陽,3006031
19,明德,1200292
19,景安,2519884
19,景平,256607
19,景美,2072468
19,木柵,401892
19,東湖,681761
19,東門,4356799
19,松山,5984078
19,松山機場,925477
19,松江南京,9595293
19,板新,189058
19,橋和,390135
19,民權西路,4936092
19,永安市場,2187201
19,永寧,1448490
19,永春,3252481
19,江子翠,2714265
19,海山,1518402
19,淡水,5604856
19,港墘,5501747
19,石牌,3819021
19,秀朗橋,101439
19,科技大樓,2677381
19,竹圍,915541
19,紅樹林,1038542
19,芝山,3574216
19,菜寮,858142
19,萬芳社區,190574
19,萬芳醫院,1297192
19,萬隆,1048202
19,葫洲,942507
19,蘆洲,863813
19,行天宮,6702219
19,西湖,6333399
19,西門,12258501
19,象山,3561368
19,輔大,1314933
19,辛亥,246468
19,迴龍,759898
19,關渡,2533870
19,雙連,3867647
19,頂埔,1346290
19,頂溪,3116936
19,頭前庄,701000
19,麟光,401223
19,龍山寺,3626992
20,BL板橋,4560976
20,Y板橋,636217
20,七張,1180368
20,三和國中,584505
20,三民高中,495515
20,三重,587795
20,三重國小,687239
20,中原,170966
20,中和,212274
20,中山,8185706
20,中山國中,1740063
20,中山國小,2198961
20,中正紀念堂,2656306
20,丹鳳,422940
20,亞東醫院,1352325
20,信義安和,2566550
20,先嗇宮,493315
20,內湖,673437
20,公館,3974987
20,六張犁,1059581
20,劍南路,1640431
20,劍潭,4603198
20,動物園,424036
20,北投,1285450
20,北門,1473845
20,十四張,58578
20,南京三民,2918567
20,南京復興,5895808
20,南勢角,1007225
20,南港,2212605
20,南港展覽館,2527202
20,南港軟體園區,999729
20,古亭,3783073
20,台北101/世貿,5106723
20,台北小巨蛋,3384526
20,台北橋,891032
20,台北車站,19901387
20,台大醫院,2269081
20,台電大樓,2313354
20,唭哩岸,532143
20,善導寺,2387235
20,國父紀念館,3399586
20,圓山,2774036
20,土城,409151
20,士林,3144296
20,大坪林,2286458
20,大安,2939532
20,大安森林公園,884507
20,大橋頭站,1586551
20,大湖公園,172403
20,大直,876038
20,奇岩,749621
20,小南門,869966
20,小碧潭,293954
20,市政府,11169360
20,幸福,138077
20,府中,2445235
20,後山埤,1470128
20,徐匯中學,632539
20,復興崗,201244
20,忠孝復興,8975774
20,忠孝敦化,6454963
20,忠孝新生,4923780
20,忠義,333231
20,文德,393633
20,新北投,529200
20,新北產業園區,262438
20,新埔,2726495
20,新埔民生,107257
20,新店,985811
20,新店區公所,629111
20,新莊,848493
20,昆陽,1305736
20,明德,841005
20,景安,1423452
20,景平,137650
20,景美,1465504
20,木柵,233420
20,東湖,417117
20,東門,3284751
20,松山,3677467
20,松山機場,557428
20,松江南京,5158044
20,板新,112914
20,橋和,147007
20,民權西路,3160020
20,永安市場,1520607
20,永寧,836005
20,永春,1952800
20,江子翠,1790612
20,海山,975424
20,淡水,4089965
20,港墘,2304540
20,石牌,2650905
20,秀朗橋,63294
20,科技大樓,1585492
20,竹圍,672681
20,紅樹林,541153
20,芝山,2624252
20,菜寮,553097
20,萬芳社區,95563
20,萬芳醫院,809279
20,萬隆,646398
20,葫洲,520498
20,蘆洲,533899
20,行天宮,3833464
20,西湖,2555284
20,西門,10200630
20,象山,1794059
20,輔大,863276
20,辛亥,136746
20,迴龍,480274
20,關渡,1308941
20,雙連,2949053
20,頂埔,645257
20,頂溪,2267334
20,頭前庄,437070
20,麟光,257968
20,龍山寺,2704649
21,BL板橋,4534964
21,Y板橋,663170
21,七張,1006579
21,三和國中,544860
21,三民高中,505112
21,三重,546418
21,三重國小,680734
21,中原,95339
21,中和,207747
21,中山,9188913
21,中山國中,1534627
21,中山國小,2032854
21,中正紀念堂,3176345
21,丹鳳,360905
21,亞東醫院,1132230
21,信義安和,2465371
21,先嗇宮,333476
21,內湖,689908
21,公館,4210684
21,六張犁,936275
21,劍南路,1963421
21,劍潭,4856255
21,動物園,327996
21,北投,1128026
21,北門,1321896
21,十四張,47404
21,南京三民,2585868
21,南京復興,5665246
21,南勢角,933529
21,南港,1916426
21,南港展覽館,1775620
21,南港軟體園區,682589
21,古亭,3888309
21,台北101/世貿,5012512
21,台北小巨蛋,3445253
21,台北橋,897889
21,台北車站,20687754
21,台大醫院,2175478
21,台電大樓,2494722
21,唭哩岸,414741
21,善導寺,2911598
21,國父紀念館,3472278
21,圓山,2709858
21,土城,357543
21,士林,3023286
21,大坪林,1816706
21,大安,3273947
21,大安森林公園,930623
21,大橋頭站,1469888
21,大湖公園,164477
21,大直,907201
21,奇岩,551589
21,小南門,891897
21,小碧潭,315380
21,市政府,11269415
21,幸福,125660
21,府中,2860321
21,後山埤,1241491
21,徐匯中學,704243
21,復興崗,168273
21,忠孝復興,9820746
21,忠孝敦化,7209724
21,忠孝新生,5222422
21,忠義,202910
21,文德,391511
21,新北投,676979
21,新北產業園區,206344
21,新埔,2542223
21,新埔民生,103650
21,新店,830124
21,新店區公所,541769
21,新莊,784602
21,昆陽,890686
21,明德,760077
21,景安,1126697
21,景平,104667
21,景美,1486104
21,木柵,188201
21,東湖,446560
21,東門,3600069
21,松山,3267517
21,松山機場,502175
21,松江南京,4734524
21,板新,102895
21,橋和,91904
21,民權西路,2823781
21,永安市場,1557165
21,永寧,656950
21,永春,1833433
21,江子翠,1651690
21,海山,902294
21,淡水,3215151
21,港墘,1605076
21,石牌,2422146
21,秀朗橋,55184
21,科技大樓,1574802
21,竹圍,579321
21,紅樹林,417487
21,芝山,2525810
21,菜寮,547606
21,萬芳社區,79151
21,萬芳醫院,769567
21,萬隆,569388
21,葫洲,432154
21,蘆洲,481220
21,行天宮,3267150
21,西湖,1514020
21,西門,11012571
21,象山,1349094
21,輔大,1026626
21,辛亥,115249
21,迴龍,432467
21,關渡,930573
21,雙連,2890570
21,頂埔,394094
21,頂溪,2219391
21,頭前庄,416932
21,麟光,233915
21,龍山寺,2604985
22,BL板橋,4198593
22,Y板橋,639372
22,七張,786642
22,三和國中,430166
22,三民高中,425021
22,三重,497724
22,三重國小,583259
22,中原,63382
22,中和,154131
22,中山,7651767
22,中山國中,1164289
22,中山國小,1716036
22,中正紀念堂,2815292
22,丹鳳,323722
22,亞東醫院,781453
22,信義安和,2013732
22,先嗇宮,243383
22,內湖,536456
22,公館,3963631
22,六張犁,777781
22,劍南路,2087696
22,劍潭,4120254
22,動物園,243059
22,北投,764716
22,北門,938981
22,十四張,31692
22,南京三民,2016982
22,南京復興,4406989
22,南勢角,724499
22,南港,1548050
22,南港展覽館,1342439
22,南港軟體園區,356082
22,古亭,3579501
22,台北101/世貿,5119706
22,台北小巨蛋,2863689
22,台北橋,766843
22,台北車站,22549238
22,台大醫院,2306298
22,台電大樓,2056076
22,唭哩岸,277097
22,善導寺,2388945
22,國父紀念館,3179575
22,圓山,1844785
22,土城,264866
22,士林,2541144
22,大坪林,1270531
22,大安,2757486
22,大安森林公園,676966
22,大橋頭站,1144247
22,大湖公園,116873
22,大直,875081
22,奇岩,346032
22,小南門,711988
22,小碧潭,253834
22,市政府,11706245
22,幸福,99633
22,府中,2632485
22,後山埤,989918
22,徐匯中學,573047
22,復興崗,123203
22,忠孝復興,9130678
22,忠孝敦化,6580723
22,忠孝新生,3712475
22,忠義,113657
22,文德,238524
22,新北投,390785
22,新北產業園區,176413
22,新埔,1970712
22,新埔民生,86741
22,新店,521801
22,新店區公所,398882
22,新莊,714117
22,昆陽,689276
22,明德,446760
22,景安,871012
22,景平,77755
22,景美,1133320
22,木柵,122515
22,東湖,313334
22,東門,2667459
22,松山,2712702
22,松山機場,411564
22,松江南京,3595427
22,板新,80697
22,橋和,56210
22,民權西路,2202930
22,永安市場,1145037
22,永寧,476191
22,永春,1336174
22,江子翠,1239384
22,海山,812746
22,淡水,2107615
22,港墘,925545
22,石牌,1706880
22,秀朗橋,47460
22,科技大樓,1380991
22,竹圍,389609
22,紅樹林,316822
22,芝山,2254508
22,菜寮,449964
22,萬芳社區,60365
22,萬芳醫院,591479
22,萬隆,452739
22,葫洲,293447
22,蘆洲,415250
22,行天宮,2329173
22,西湖,938845
22,西門,10312768
22,象山,1276508
22,輔大,1126405
22,辛亥,101961
22,迴龍,381466
22,關渡,558726
22,雙連,1991476
22,頂埔,220424
22,頂溪,1844596
22,頭前庄,339691
22,麟光,171019
22,龍山寺,1849129
23,BL板橋,1834299
23,Y板橋,281628
23,七張,348063
23,三和國中,224064
23,三民高中,198702
